EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,SPECIES,SEX_TYPE,SACRIFICE_PERIOD,DOSE,DOSE_UNIT,DOSE_LEVEL,DNA(%),LDH(%)
5239,03,1,furosemide,Human,Female,8 hr,500,É M,Middle,96.5,103.4
5239,03,2,furosemide,Human,Female,8 hr,500,É M,Middle,97.1,107.9
5239,04,1,furosemide,Human,Female,24 hr,500,É M,Middle,106.9,104.5
5239,04,2,furosemide,Human,Female,24 hr,500,É M,Middle,94.5,109.0
5239,05,1,furosemide,Human,Female,8 hr,2500,É M,High,89.6,125.8
5239,05,2,furosemide,Human,Female,8 hr,2500,É M,High,103.2,123.6
5239,06,1,furosemide,Human,Female,24 hr,2500,É M,High,91.4,179.1
5239,06,2,furosemide,Human,Female,24 hr,2500,É M,High,91.8,183.6
5240,01,1,fenofibrate,Human,Female,8 hr,0,É M,Control,102.3,98.3
5240,01,2,fenofibrate,Human,Female,8 hr,0,É M,Control,97.7,101.7
5240,02,1,fenofibrate,Human,Female,24 hr,0,É M,Control,97.5,96.4
5240,02,2,fenofibrate,Human,Female,24 hr,0,É M,Control,102.5,103.6
5240,03,1,fenofibrate,Human,Female,8 hr,6,É M,Middle,101.6,103.4
5240,03,2,fenofibrate,Human,Female,8 hr,6,É M,Middle,101.1,108.5
5240,04,1,fenofibrate,Human,Female,24 hr,6,É M,Middle,106.1,101.8
5240,04,2,fenofibrate,Human,Female,24 hr,6,É M,Middle,100.1,108.9
5240,05,1,fenofibrate,Human,Female,8 hr,30,É M,High,95.5,117.0
5240,05,2,fenofibrate,Human,Female,8 hr,30,É M,High,95.2,110.2
5240,06,1,fenofibrate,Human,Female,24 hr,30,É M,High,98.2,108.9
5240,06,2,fenofibrate,Human,Female,24 hr,30,É M,High,105.0,110.7
5241,01,1,chlorpropamide,Human,Female,8 hr,0,É M,Control,100.0,97.8
5241,01,2,chlorpropamide,Human,Female,8 hr,0,É M,Control,100.0,102.2
5241,02,1,chlorpropamide,Human,Female,24 hr,0,É M,Control,97.4,100.0
5241,02,2,chlorpropamide,Human,Female,24 hr,0,É M,Control,102.6,100.0
5241,03,1,chlorpropamide,Human,Female,8 hr,150,É M,Middle,99.6,106.7
5241,03,2,chlorpropamide,Human,Female,8 hr,150,É M,Middle,98.3,106.7
5241,04,1,chlorpropamide,Human,Female,24 hr,150,É M,Middle,103.9,97.6
5241,04,2,chlorpropamide,Human,Female,24 hr,150,É M,Middle,109.4,95.2
5241,05,1,chlorpropamide,Human,Female,8 hr,750,É M,High,104.2,106.7
5241,05,2,chlorpropamide,Human,Female,8 hr,750,É M,High,97.4,106.7
5241,06,1,chlorpropamide,Human,Female,24 hr,750,É M,High,102.7,100.0
5241,06,2,chlorpropamide,Human,Female,24 hr,750,É M,High,104.1,90.4
5242,01,1,nicotinic acid,Human,Female,8 hr,0,É M,Control,102.5,95.8
5242,01,2,nicotinic acid,Human,Female,8 hr,0,É M,Control,97.5,104.2
5242,02,1,nicotinic acid,Human,Female,24 hr,0,É M,Control,101.4,98.4
5242,02,2,nicotinic acid,Human,Female,24 hr,0,É M,Control,98.6,101.6
5242,03,1,nicotinic acid,Human,Female,8 hr,2000,É M,Middle,95.0,104.2
5242,03,2,nicotinic acid,Human,Female,8 hr,2000,É M,Middle,97.8,101.4
5242,04,1,nicotinic acid,Human,Female,24 hr,2000,É M,Middle,113.1,103.3
5242,04,2,nicotinic acid,Human,Female,24 hr,2000,É M,Middle,99.5,104.9
5242,05,1,nicotinic acid,Human,Female,8 hr,10000,É M,High,97.2,107.1
5242,05,2,nicotinic acid,Human,Female,8 hr,10000,É M,High,101.1,107.1
5242,06,1,nicotinic acid,Human,Female,24 hr,10000,É M,High,103.8,109.8
5242,06,2,nicotinic acid,Human,Female,24 hr,10000,É M,High,114.0,108.2
5243,01,1,erythromycin ethylsuccinate,Human,Female,8 hr,0,É M,Control,98.0,101.5
5243,01,2,erythromycin ethylsuccinate,Human,Female,8 hr,0,É M,Control,102.0,98.5
5243,02,1,erythromycin ethylsuccinate,Human,Female,24 hr,0,É M,Control,101.1,94.1
5243,02,2,erythromycin ethylsuccinate,Human,Female,24 hr,0,É M,Control,98.9,105.9
5243,03,1,erythromycin ethylsuccinate,Human,Female,8 hr,1,É M,Middle,98.0,104.6
5243,03,2,erythromycin ethylsuccinate,Human,Female,8 hr,1,É M,Middle,92.9,106.2
5243,04,1,erythromycin ethylsuccinate,Human,Female,24 hr,1,É M,Middle,103.4,96.0
5243,04,2,erythromycin ethylsuccinate,Human,Female,24 hr,1,É M,Middle,101.7,94.1
5243,05,1,erythromycin ethylsuccinate,Human,Female,8 hr,5,É M,High,96.9,110.8
5243,05,2,erythromycin ethylsuccinate,Human,Female,8 hr,5,É M,High,92.1,106.2
5243,06,1,erythromycin ethylsuccinate,Human,Female,24 hr,5,É M,High,99.5,92.1
5243,06,2,erythromycin ethylsuccinate,Human,Female,24 hr,5,É M,High,98.6,88.1
5244,01,1,ethambutol,Human,Female,8 hr,0,É M,Control,104.7,99.4
5244,01,2,ethambutol,Human,Female,8 hr,0,É M,Control,95.3,100.6
5244,02,1,ethambutol,Human,Female,24 hr,0,É M,Control,98.6,95.2
5244,02,2,ethambutol,Human,Female,24 hr,0,É M,Control,101.4,104.8
5244,03,1,ethambutol,Human,Female,8 hr,800,É M,Middle,99.1,101.8
5244,03,2,ethambutol,Human,Female,8 hr,800,É M,Middle,90.3,105.4
5244,04,1,ethambutol,Human,Female,24 hr,800,É M,Middle,98.6,101.6
5244,04,2,ethambutol,Human,Female,24 hr,800,É M,Middle,98.9,98.4
5244,05,1,ethambutol,Human,Female,8 hr,4000,É M,High,90.1,99.4
5244,05,2,ethambutol,Human,Female,8 hr,4000,É M,High,94.1,101.8
5244,06,1,ethambutol,Human,Female,24 hr,4000,É M,High,82.6,77.6
5244,06,2,ethambutol,Human,Female,24 hr,4000,É M,High,90.8,72.8
5245,01,1,mefenamic acid,Human,Female,8 hr,0,É M,Control,106.0,95.7
5245,01,2,mefenamic acid,Human,Female,8 hr,0,É M,Control,94.0,104.3
5245,02,1,mefenamic acid,Human,Female,24 hr,0,É M,Control,98.2,97.0
5245,02,2,mefenamic acid,Human,Female,24 hr,0,É M,Control,101.8,103.0
5245,03,1,mefenamic acid,Human,Female,8 hr,30,É M,Middle,104.0,98.6
5245,03,2,mefenamic acid,Human,Female,8 hr,30,É M,Middle,106.2,101.4
5245,04,1,mefenamic acid,Human,Female,24 hr,30,É M,Middle,111.9,106.6
5245,04,2,mefenamic acid,Human,Female,24 hr,30,É M,Middle,106.7,104.2
5245,05,1,mefenamic acid,Human,Female,8 hr,150,É M,High,105.3,101.4
5245,05,2,mefenamic acid,Human,Female,8 hr,150,É M,High,109.0,99.5
5245,06,1,mefenamic acid,Human,Female,24 hr,150,É M,High,105.8,99.4
5245,06,2,mefenamic acid,Human,Female,24 hr,150,É M,High,111.1,101.8
5246,01,1,famotidine,Human,Female,8 hr,0,É M,Control,101.1,96.1
5246,01,2,famotidine,Human,Female,8 hr,0,É M,Control,98.9,103.9
5246,02,1,famotidine,Human,Female,24 hr,0,É M,Control,98.2,98.9
5246,02,2,famotidine,Human,Female,24 hr,0,É M,Control,101.8,101.1
5246,03,1,famotidine,Human,Female,8 hr,140,É M,Middle,104.8,97.1
5246,03,2,famotidine,Human,Female,8 hr,140,É M,Middle,99.9,102.9
5246,04,1,famotidine,Human,Female,24 hr,140,É M,Middle,107.5,103.4
5246,04,2,famotidine,Human,Female,24 hr,140,É M,Middle,105.8,103.4
5246,05,1,famotidine,Human,Female,8 hr,700,É M,High,110.8,99.0
5246,05,2,famotidine,Human,Female,8 hr,700,É M,High,104.6,103.9
5246,06,1,famotidine,Human,Female,24 hr,700,É M,High,106.6,111.2
5246,06,2,famotidine,Human,Female,24 hr,700,É M,High,105.6,108.9
5247,01,1,ranitidine,Human,Female,8 hr,0,É M,Control,101.5,92.5
5247,01,2,ranitidine,Human,Female,8 hr,0,É M,Control,98.5,107.5
5247,02,1,ranitidine,Human,Female,24 hr,0,É M,Control,100.2,93.1
5247,02,2,ranitidine,Human,Female,24 hr,0,É M,Control,99.8,106.9
5247,03,1,ranitidine,Human,Female,8 hr,800,É M,Middle,107.3,107.5
5247,03,2,ranitidine,Human,Female,8 hr,800,É M,Middle,108.2,103.0
5247,04,1,ranitidine,Human,Female,24 hr,800,É M,Middle,99.7,102.3
5247,04,2,ranitidine,Human,Female,24 hr,800,É M,Middle,105.7,102.3
5247,05,1,ranitidine,Human,Female,8 hr,4000,É M,High,101.3,104.5
5247,05,2,ranitidine,Human,Female,8 hr,4000,É M,High,107.5,107.5
5247,06,1,ranitidine,Human,Female,24 hr,4000,É M,High,82.7,67.6
5247,06,2,ranitidine,Human,Female,24 hr,4000,É M,High,86.5,56.1
5248,01,1,chlorpheniramine,Human,Female,8 hr,0,É M,Control,102.2,96.0
5248,01,2,chlorpheniramine,Human,Female,8 hr,0,É M,Control,97.8,104.0
5248,02,1,chlorpheniramine,Human,Female,24 hr,0,É M,Control,102.5,100.6
5248,02,2,chlorpheniramine,Human,Female,24 hr,0,É M,Control,97.5,99.4
5248,03,1,chlorpheniramine,Human,Female,8 hr,18,É M,Middle,105.3,91.9
5248,03,2,chlorpheniramine,Human,Female,8 hr,18,É M,Middle,108.6,100.0
5248,04,1,chlorpheniramine,Human,Female,24 hr,18,É M,Middle,103.5,100.6
5248,04,2,chlorpheniramine,Human,Female,24 hr,18,É M,Middle,102.2,96.1
5248,05,1,chlorpheniramine,Human,Female,8 hr,90,É M,High,104.2,116.2
5248,05,2,chlorpheniramine,Human,Female,8 hr,90,É M,High,105.0,96.0
5248,06,1,chlorpheniramine,Human,Female,24 hr,90,É M,High,97.0,77.2
5248,06,2,chlorpheniramine,Human,Female,24 hr,90,É M,High,98.6,73.9
5249,01,1,nifedipine,Human,Female,8 hr,0,É M,Control,100.0,94.2
5249,01,2,nifedipine,Human,Female,8 hr,0,É M,Control,100.0,105.8
5249,02,1,nifedipine,Human,Female,24 hr,0,É M,Control,97.1,99.5
5249,02,2,nifedipine,Human,Female,24 hr,0,É M,Control,102.9,100.5
5249,03,1,nifedipine,Human,Female,8 hr,30,É M,Middle,100.0,102.9
5249,03,2,nifedipine,Human,Female,8 hr,30,É M,Middle,106.1,97.1
5249,04,1,nifedipine,Human,Female,24 hr,30,É M,Middle,105.0,100.5
5249,04,2,nifedipine,Human,Female,24 hr,30,É M,Middle,103.0,97.4
5249,05,1,nifedipine,Human,Female,8 hr,150,É M,High,105.5,100.0
5249,05,2,nifedipine,Human,Female,8 hr,150,É M,High,104.7,97.1
5249,06,1,nifedipine,Human,Female,24 hr,150,É M,High,103.8,101.6
5249,06,2,nifedipine,Human,Female,24 hr,150,É M,High,101.9,97.4
5250,01,1,diltiazem,Human,Female,8 hr,0,É M,Control,100.7,97.7
5250,01,2,diltiazem,Human,Female,8 hr,0,É M,Control,99.3,102.3
5250,02,1,diltiazem,Human,Female,24 hr,0,É M,Control,97.8,96.0
5250,02,2,diltiazem,Human,Female,24 hr,0,É M,Control,102.2,104.0
5250,03,1,diltiazem,Human,Female,8 hr,30,É M,Middle,100.5,100.8
5250,03,2,diltiazem,Human,Female,8 hr,30,É M,Middle,101.3,106.8
5250,04,1,diltiazem,Human,Female,24 hr,30,É M,Middle,105.7,101.7
5250,04,2,diltiazem,Human,Female,24 hr,30,É M,Middle,106.2,102.9
5250,05,1,diltiazem,Human,Female,8 hr,150,É M,High,103.6,91.7
5250,05,2,diltiazem,Human,Female,8 hr,150,É M,High,102.3,93.2
5250,06,1,diltiazem,Human,Female,24 hr,150,É M,High,88.6,73.1
5250,06,2,diltiazem,Human,Female,24 hr,150,É M,High,101.2,69.7
5251,01,1,tannic acid,Human,Female,8 hr,0,É M,Control,102.9,95.3
5251,01,2,tannic acid,Human,Female,8 hr,0,É M,Control,97.1,104.7
5251,02,1,tannic acid,Human,Female,24 hr,0,É M,Control,97.5,98.8
5251,02,2,tannic acid,Human,Female,24 hr,0,É M,Control,102.5,101.3
5251,03,1,tannic acid,Human,Female,8 hr,1,É M,Middle,104.9,103.0
5251,03,2,tannic acid,Human,Female,8 hr,1,É M,Middle,102.0,104.7
5251,04,1,tannic acid,Human,Female,24 hr,1,É M,Middle,101.5,107.5
5251,04,2,tannic acid,Human,Female,24 hr,1,É M,Middle,107.7,102.5
5251,05,1,tannic acid,Human,Female,8 hr,5,É M,High,105.0,104.7
5251,05,2,tannic acid,Human,Female,8 hr,5,É M,High,100.6,106.5
5251,06,1,tannic acid,Human,Female,24 hr,5,É M,High,104.9,108.8
5251,06,2,tannic acid,Human,Female,24 hr,5,É M,High,102.9,105.0
5252,01,1,captopril,Human,Female,8 hr,0,É M,Control,102.9,91.2
5252,01,2,captopril,Human,Female,8 hr,0,É M,Control,97.1,108.8
5252,02,1,captopril,Human,Female,24 hr,0,É M,Control,96.7,96.0
5252,02,2,captopril,Human,Female,24 hr,0,É M,Control,103.3,104.0
5252,03,1,captopril,Human,Female,8 hr,1600,É M,Middle,99.5,104.1
5252,03,2,captopril,Human,Female,8 hr,1600,É M,Middle,106.2,104.1
5252,04,1,captopril,Human,Female,24 hr,1600,É M,Middle,91.3,96.0
5252,04,2,captopril,Human,Female,24 hr,1600,É M,Middle,91.6,90.7
5252,05,1,captopril,Human,Female,8 hr,8000,É M,High,107.6,99.4
5252,05,2,captopril,Human,Female,8 hr,8000,É M,High,110.1,98.2
5252,06,1,captopril,Human,Female,24 hr,8000,É M,High,89.8,89.3
5252,06,2,captopril,Human,Female,24 hr,8000,É M,High,90.5,80.0
5253,01,1,enalapril,Human,Female,8 hr,0,É M,Control,99.5,101.1
5253,01,2,enalapril,Human,Female,8 hr,0,É M,Control,100.5,98.9
5253,02,1,enalapril,Human,Female,24 hr,0,É M,Control,96.9,100.0
5253,02,2,enalapril,Human,Female,24 hr,0,É M,Control,103.1,100.0
5253,03,1,enalapril,Human,Female,8 hr,400,É M,Middle,103.5,97.7
5253,03,2,enalapril,Human,Female,8 hr,400,É M,Middle,97.6,100.0
5253,04,1,enalapril,Human,Female,24 hr,400,É M,Middle,96.8,107.8
5253,04,2,enalapril,Human,Female,24 hr,400,É M,Middle,101.1,105.9
5253,05,1,enalapril,Human,Female,8 hr,2000,É M,High,92.2,98.9
5253,05,2,enalapril,Human,Female,8 hr,2000,É M,High,97.3,98.9
5253,06,1,enalapril,Human,Female,24 hr,2000,É M,High,92.2,72.7
5253,06,2,enalapril,Human,Female,24 hr,2000,É M,High,94.1,68.8
5254,01,1,theophylline,Human,Female,8 hr,0,É M,Control,101.8,96.6
5254,01,2,theophylline,Human,Female,8 hr,0,É M,Control,98.2,103.4
5254,02,1,theophylline,Human,Female,24 hr,0,É M,Control,98.1,95.7
5254,02,2,theophylline,Human,Female,24 hr,0,É M,Control,101.9,104.3
5254,03,1,theophylline,Human,Female,8 hr,2000,É M,Middle,104.1,99.5
5254,03,2,theophylline,Human,Female,8 hr,2000,É M,Middle,101.8,97.6
5254,04,1,theophylline,Human,Female,24 hr,2000,É M,Middle,102.8,101.9
5254,04,2,theophylline,Human,Female,24 hr,2000,É M,Middle,99.8,104.3
5254,05,1,theophylline,Human,Female,8 hr,10000,É M,High,99.1,105.3
5254,05,2,theophylline,Human,Female,8 hr,10000,É M,High,99.7,102.4
5254,06,1,theophylline,Human,Female,24 hr,10000,É M,High,93.9,93.2
5254,06,2,theophylline,Human,Female,24 hr,10000,É M,High,89.2,94.4
5255,01,1,caffeine,Human,Female,8 hr,0,É M,Control,100.9,100.0
5255,01,2,caffeine,Human,Female,8 hr,0,É M,Control,99.1,100.0
5255,02,1,caffeine,Human,Female,24 hr,0,É M,Control,97.1,97.6
5255,02,2,caffeine,Human,Female,24 hr,0,É M,Control,102.9,102.4
5255,03,1,caffeine,Human,Female,8 hr,1500,É M,Middle,113.2,99.0
5255,03,2,caffeine,Human,Female,8 hr,1500,É M,Middle,109.4,100.0
5255,04,1,caffeine,Human,Female,24 hr,1500,É M,Middle,100.9,94.5
5255,04,2,caffeine,Human,Female,24 hr,1500,É M,Middle,107.5,92.9
5255,05,1,caffeine,Human,Female,8 hr,7500,É M,High,107.8,105.1
5255,05,2,caffeine,Human,Female,8 hr,7500,É M,High,108.7,104.1
5255,06,1,caffeine,Human,Female,24 hr,7500,É M,High,92.5,82.0
5255,06,2,caffeine,Human,Female,24 hr,7500,É M,High,97.2,80.4
5256,01,1,papaverine,Human,Female,8 hr,0,É M,Control,100.4,98.2
5256,01,2,papaverine,Human,Female,8 hr,0,É M,Control,99.6,101.8
5256,02,1,papaverine,Human,Female,24 hr,0,É M,Control,94.7,98.1
5256,02,2,papaverine,Human,Female,24 hr,0,É M,Control,105.3,101.9
5256,03,1,papaverine,Human,Female,8 hr,12,É M,Middle,108.6,100.0
5256,03,2,papaverine,Human,Female,8 hr,12,É M,Middle,107.8,98.2
5256,04,1,papaverine,Human,Female,24 hr,12,É M,Middle,100.5,101.9
5256,04,2,papaverine,Human,Female,24 hr,12,É M,Middle,99.9,104.4
5256,05,1,papaverine,Human,Female,8 hr,60,É M,High,108.7,99.1
5256,05,2,papaverine,Human,Female,8 hr,60,É M,High,101.9,97.2
5256,06,1,papaverine,Human,Female,24 hr,60,É M,High,80.2,89.2
5256,06,2,papaverine,Human,Female,24 hr,60,É M,High,84.5,89.2
5257,01,1,penicillamine,Human,Female,8 hr,0,É M,Control,100.2,99.5
5257,01,2,penicillamine,Human,Female,8 hr,0,É M,Control,99.8,100.5
5257,02,1,penicillamine,Human,Female,24 hr,0,É M,Control,100.3,90.2
5257,02,2,penicillamine,Human,Female,24 hr,0,É M,Control,99.7,109.8
5257,03,1,penicillamine,Human,Female,8 hr,2000,É M,Middle,106.1,98.6
5257,03,2,penicillamine,Human,Female,8 hr,2000,É M,Middle,106.7,99.5
5257,04,1,penicillamine,Human,Female,24 hr,2000,É M,Middle,113.7,82.4
5257,04,2,penicillamine,Human,Female,24 hr,2000,É M,Middle,107.8,78.4
5257,05,1,penicillamine,Human,Female,8 hr,10000,É M,High,112.0,98.6
5257,05,2,penicillamine,Human,Female,8 hr,10000,É M,High,109.7,99.5
5257,06,1,penicillamine,Human,Female,24 hr,10000,É M,High,114.9,62.7
5257,06,2,penicillamine,Human,Female,24 hr,10000,É M,High,113.5,58.8
5258,01,1,sulindac,Human,Female,8 hr,0,É M,Control,97.0,99.4
5258,01,2,sulindac,Human,Female,8 hr,0,É M,Control,103.0,100.6
5258,02,1,sulindac,Human,Female,24 hr,0,É M,Control,93.7,94.6
5258,02,2,sulindac,Human,Female,24 hr,0,É M,Control,106.3,105.4
5258,03,1,sulindac,Human,Female,8 hr,600,É M,Middle,113.2,103.5
5258,03,2,sulindac,Human,Female,8 hr,600,É M,Middle,122.7,103.5
5258,04,1,sulindac,Human,Female,24 hr,600,É M,Middle,92.6,112.8
5258,04,2,sulindac,Human,Female,24 hr,600,É M,Middle,102.3,110.3
5258,05,1,sulindac,Human,Female,8 hr,3000,É M,High,97.9,112.1
5258,05,2,sulindac,Human,Female,8 hr,3000,É M,High,98.8,112.1
5258,06,1,sulindac,Human,Female,24 hr,3000,É M,High,90.0,137.6
5258,06,2,sulindac,Human,Female,24 hr,3000,É M,High,94.7,155.0
5259,01,1,disopyramide,Human,Female,8 hr,0,É M,Control,95.8,96.5
5259,01,2,disopyramide,Human,Female,8 hr,0,É M,Control,104.2,103.5
5259,02,1,disopyramide,Human,Female,24 hr,0,É M,Control,94.0,94.8
5259,02,2,disopyramide,Human,Female,24 hr,0,É M,Control,106.0,105.2
5259,03,1,disopyramide,Human,Female,8 hr,700,É M,Middle,96.4,90.7
5259,03,2,disopyramide,Human,Female,8 hr,700,É M,Middle,105.9,93.9
5259,04,1,disopyramide,Human,Female,24 hr,700,É M,Middle,88.4,109.4
5259,04,2,disopyramide,Human,Female,24 hr,700,É M,Middle,108.4,108.4
5259,05,1,disopyramide,Human,Female,8 hr,3500,É M,High,90.6,83.6
5259,05,2,disopyramide,Human,Female,8 hr,3500,É M,High,101.2,86.8
5259,06,1,disopyramide,Human,Female,24 hr,3500,É M,High,77.4,84.3
5259,06,2,disopyramide,Human,Female,24 hr,3500,É M,High,85.7,73.8
5260,01,1,mexiletine,Human,Female,8 hr,0,É M,Control,95.8,103.1
5260,01,2,mexiletine,Human,Female,8 hr,0,É M,Control,104.2,96.9
5260,02,1,mexiletine,Human,Female,24 hr,0,É M,Control,99.2,105.6
5260,02,2,mexiletine,Human,Female,24 hr,0,É M,Control,100.8,94.4
5260,03,1,mexiletine,Human,Female,8 hr,60,É M,Middle,107.3,94.5
5260,03,2,mexiletine,Human,Female,8 hr,60,É M,Middle,104.0,93.3
5260,04,1,mexiletine,Human,Female,24 hr,60,É M,Middle,94.5,120.0
5260,04,2,mexiletine,Human,Female,24 hr,60,É M,Middle,92.0,115.9
5260,05,1,mexiletine,Human,Female,8 hr,300,É M,High,100.8,83.4
5260,05,2,mexiletine,Human,Female,8 hr,300,É M,High,96.5,92.0
5260,06,1,mexiletine,Human,Female,24 hr,300,É M,High,92.5,69.7
5260,06,2,mexiletine,Human,Female,24 hr,300,É M,High,90.0,77.9
5261,01,1,acetazolamide,Human,Female,8 hr,0,É M,Control,99.5,97.1
5261,01,2,acetazolamide,Human,Female,8 hr,0,É M,Control,100.5,102.9
5261,02,1,acetazolamide,Human,Female,24 hr,0,É M,Control,98.5,97.5
5261,02,2,acetazolamide,Human,Female,24 hr,0,É M,Control,101.5,102.5
5261,03,1,acetazolamide,Human,Female,8 hr,120,É M,Middle,94.7,105.1
5261,03,2,acetazolamide,Human,Female,8 hr,120,É M,Middle,105.0,103.7
5261,04,1,acetazolamide,Human,Female,24 hr,120,É M,Middle,80.3,124.8
5261,04,2,acetazolamide,Human,Female,24 hr,120,É M,Middle,91.2,124.0
5261,05,1,acetazolamide,Human,Female,8 hr,600,É M,High,103.5,105.9
5261,05,2,acetazolamide,Human,Female,8 hr,600,É M,High,97.0,107.3
5261,06,1,acetazolamide,Human,Female,24 hr,600,É M,High,95.1,110.8
5261,06,2,acetazolamide,Human,Female,24 hr,600,É M,High,102.4,112.4
5262,01,1,disulfiram,Human,Female,8 hr,0,É M,Control,97.2,97.3
5262,01,2,disulfiram,Human,Female,8 hr,0,É M,Control,102.8,102.7
5262,02,1,disulfiram,Human,Female,24 hr,0,É M,Control,97.4,96.5
5262,02,2,disulfiram,Human,Female,24 hr,0,É M,Control,102.6,103.5
5262,03,1,disulfiram,Human,Female,8 hr,12,É M,Middle,97.6,98.6
5262,03,2,disulfiram,Human,Female,8 hr,12,É M,Middle,102.7,100.7
5262,04,1,disulfiram,Human,Female,24 hr,12,É M,Middle,97.8,97.4
5262,04,2,disulfiram,Human,Female,24 hr,12,É M,Middle,111.4,91.2
5262,05,1,disulfiram,Human,Female,8 hr,60,É M,High,105.5,97.3
5262,05,2,disulfiram,Human,Female,8 hr,60,É M,High,105.6,97.9
5262,06,1,disulfiram,Human,Female,24 hr,60,É M,High,96.2,104.4
5262,06,2,disulfiram,Human,Female,24 hr,60,É M,High,104.1,97.4
5263,01,1,colchicine,Human,Female,8 hr,0,É M,Control,98.2,97.9
5263,01,2,colchicine,Human,Female,8 hr,0,É M,Control,101.8,102.1
5263,02,1,colchicine,Human,Female,24 hr,0,É M,Control,94.1,97.2
5263,02,2,colchicine,Human,Female,24 hr,0,É M,Control,105.9,102.8
5263,03,1,colchicine,Human,Female,8 hr,800,É M,Middle,92.5,101.5
5263,03,2,colchicine,Human,Female,8 hr,800,É M,Middle,95.4,103.2
5263,04,1,colchicine,Human,Female,24 hr,800,É M,Middle,93.4,106.5
5263,04,2,colchicine,Human,Female,24 hr,800,É M,Middle,91.1,104.6
5263,05,1,colchicine,Human,Female,8 hr,4000,É M,High,86.8,103.8
5263,05,2,colchicine,Human,Female,8 hr,4000,É M,High,93.3,103.2
5263,06,1,colchicine,Human,Female,24 hr,4000,É M,High,83.6,103.7
5263,06,2,colchicine,Human,Female,24 hr,4000,É M,High,86.5,104.6
5264,01,1,tolbutamide,Human,Female,8 hr,0,É M,Control,96.3,97.5
5264,01,2,tolbutamide,Human,Female,8 hr,0,É M,Control,103.7,102.5
5264,02,1,tolbutamide,Human,Female,24 hr,0,É M,Control,99.9,94.0
5264,02,2,tolbutamide,Human,Female,24 hr,0,É M,Control,100.1,106.0
5264,03,1,tolbutamide,Human,Female,8 hr,400,É M,Middle,103.2,99.2
5264,03,2,tolbutamide,Human,Female,8 hr,400,É M,Middle,110.8,101.7
5264,04,1,tolbutamide,Human,Female,24 hr,400,É M,Middle,92.5,133.8
5264,04,2,tolbutamide,Human,Female,24 hr,400,É M,Middle,101.5,139.9
5264,05,1,tolbutamide,Human,Female,8 hr,2000,É M,High,105.7,104.2
5264,05,2,tolbutamide,Human,Female,8 hr,2000,É M,High,111.4,110.1
5264,06,1,tolbutamide,Human,Female,24 hr,2000,É M,High,101.2,138.7
5264,06,2,tolbutamide,Human,Female,24 hr,2000,É M,High,107.2,138.7
5265,01,1,acarbose,Human,Female,8 hr,0,É M,Control,97.9,98.4
5265,01,2,acarbose,Human,Female,8 hr,0,É M,Control,102.1,101.6
5265,02,1,acarbose,Human,Female,24 hr,0,É M,Control,99.7,94.4
5265,02,2,acarbose,Human,Female,24 hr,0,É M,Control,100.3,105.6
5265,03,1,acarbose,Human,Female,8 hr,2000,É M,Middle,102.4,98.4
5265,03,2,acarbose,Human,Female,8 hr,2000,É M,Middle,110.7,102.2
5265,04,1,acarbose,Human,Female,24 hr,2000,É M,Middle,97.0,88.7
5265,04,2,acarbose,Human,Female,24 hr,2000,É M,Middle,105.2,94.4
5265,05,1,acarbose,Human,Female,8 hr,10000,É M,High,91.9,104.8
5265,05,2,acarbose,Human,Female,8 hr,10000,É M,High,93.4,105.4
5265,06,1,acarbose,Human,Female,24 hr,10000,É M,High,76.6,103.8
5265,06,2,acarbose,Human,Female,24 hr,10000,É M,High,91.2,102.8
5266,01,1,simvastatin,Human,Female,8 hr,0,É M,Control,98.5,95.1
5266,01,2,simvastatin,Human,Female,8 hr,0,É M,Control,101.5,104.9
5266,02,1,simvastatin,Human,Female,24 hr,0,É M,Control,99.1,93.2
5266,02,2,simvastatin,Human,Female,24 hr,0,É M,Control,100.9,106.8
5266,03,1,simvastatin,Human,Female,8 hr,6,É M,Middle,98.8,101.3
5266,03,2,simvastatin,Human,Female,8 hr,6,É M,Middle,104.7,107.0
5266,04,1,simvastatin,Human,Female,24 hr,6,É M,Middle,105.5,108.3
5266,04,2,simvastatin,Human,Female,24 hr,6,É M,Middle,98.9,114.4
5266,05,1,simvastatin,Human,Female,8 hr,30,É M,High,104.5,99.7
5266,05,2,simvastatin,Human,Female,8 hr,30,É M,High,105.6,100.3
5266,06,1,simvastatin,Human,Female,24 hr,30,É M,High,100.3,98.5
5266,06,2,simvastatin,Human,Female,24 hr,30,É M,High,113.7,102.3
5267,01,1,meloxicam,Human,Female,8 hr,0,É M,Control,98.1,95.2
5267,01,2,meloxicam,Human,Female,8 hr,0,É M,Control,101.9,104.8
5267,02,1,meloxicam,Human,Female,24 hr,0,É M,Control,97.1,87.6
5267,02,2,meloxicam,Human,Female,24 hr,0,É M,Control,102.9,112.4
5267,03,1,meloxicam,Human,Female,8 hr,10,É M,Middle,102.3,107.6
5267,03,2,meloxicam,Human,Female,8 hr,10,É M,Middle,106.8,107.6
5267,04,1,meloxicam,Human,Female,24 hr,10,É M,Middle,101.3,94.7
5267,04,2,meloxicam,Human,Female,24 hr,10,É M,Middle,102.5,107.1
5267,05,1,meloxicam,Human,Female,8 hr,50,É M,High,100.2,96.3
5267,05,2,meloxicam,Human,Female,8 hr,50,É M,High,106.6,100.8
