EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,SINGLE_REPEAT_TYPE,SACRIFICE_PERIOD,DOSE,DOSE_UNIT,DOSE_LEVEL,ALP(IU/L),TC(mg/dL),TG(mg/dL),PL(mg/dL),TBIL(mg/dL),DBIL(mg/dL),GLC(mg/dL),BUN(mg/dL),CRE(mg/dL),Na(meq/L),K(meq/L),Cl(meq/L),Ca(mg/dL),IP(mg/dL),TP(g/dL),RALB(g/dL),A/G,AST(IU/L),ALT(IU/L),LDH(IU/L),GTP(IU/L)
0621,10,4,adapin,Single,6 hr,300,mg/kg,Middle,1565.0,66.0,6.0,113.0,0.06,0.0,163.0,9.0,0.2,146.0,3.8,109.0,10.1,10.7,5.4,2.5,0.9,91.0,43.0,72.0,1.0
0621,10,5,adapin,Single,6 hr,300,mg/kg,Middle,1977.0,77.0,11.0,139.0,0.05,0.0,186.0,9.0,0.1,147.0,3.5,108.0,11.1,12.0,5.4,2.5,0.9,75.0,38.0,77.0,2.0
0621,11,1,adapin,Single,9 hr,300,mg/kg,Middle,1500.0,93.0,21.0,162.0,0.06,0.0,177.0,9.0,0.1,144.0,3.8,108.0,10.1,9.3,5.4,2.5,0.9,63.0,39.0,56.0,1.0
0621,11,2,adapin,Single,9 hr,300,mg/kg,Middle,1232.0,85.0,12.0,147.0,0.05,0.0,164.0,7.0,0.1,147.0,3.8,108.0,10.3,9.8,5.5,2.5,0.8,64.0,33.0,82.0,1.0
0621,11,3,adapin,Single,9 hr,300,mg/kg,Middle,1237.0,88.0,10.0,145.0,0.06,0.01,199.0,6.0,0.1,145.0,3.7,107.0,10.2,11.1,5.4,2.5,0.9,70.0,53.0,70.0,1.0
0621,11,4,adapin,Single,9 hr,300,mg/kg,Middle,2132.0,67.0,10.0,133.0,0.08,0.0,193.0,9.0,0.2,145.0,3.5,107.0,10.7,10.1,5.7,2.7,0.9,65.0,33.0,70.0,1.0
0621,11,5,adapin,Single,9 hr,300,mg/kg,Middle,1486.0,63.0,8.0,123.0,0.05,0.0,187.0,9.0,0.2,145.0,4.5,107.0,10.2,11.5,5.3,2.5,0.9,62.0,33.0,93.0,1.0
0621,12,1,adapin,Single,24 hr,300,mg/kg,Middle,1403.0,69.0,59.0,134.0,0.04,0.0,164.0,15.0,0.2,143.0,4.9,105.0,10.4,8.7,5.6,2.6,0.9,58.0,34.0,91.0,1.0
0621,12,2,adapin,Single,24 hr,300,mg/kg,Middle,1946.0,89.0,35.0,151.0,0.04,0.0,178.0,17.0,0.2,144.0,4.4,105.0,10.5,9.2,5.7,2.6,0.8,60.0,36.0,79.0,1.0
0621,12,3,adapin,Single,24 hr,300,mg/kg,Middle,1182.0,54.0,20.0,108.0,0.04,0.0,186.0,14.0,0.2,146.0,3.3,107.0,10.4,9.0,5.8,2.7,0.9,62.0,30.0,53.0,1.0
0621,12,4,adapin,Single,24 hr,300,mg/kg,Middle,1865.0,66.0,24.0,118.0,0.05,0.0,166.0,12.0,0.2,145.0,4.1,108.0,10.7,9.0,5.6,2.6,0.9,60.0,34.0,87.0,1.0
0621,12,5,adapin,Single,24 hr,300,mg/kg,Middle,1017.0,94.0,15.0,148.0,0.06,0.0,172.0,11.0,0.2,145.0,4.0,106.0,10.5,9.4,6.0,2.7,0.8,55.0,25.0,125.0,1.0
0624,01,1,phenobarbital,Single,3 hr,0,mg/kg,Control,949.0,82.0,46.0,143.0,0.11,0.06,217.0,11.0,0.4,141.0,4.1,104.0,10.4,8.4,5.4,3.3,1.6,72.0,33.0,165.0,1.0
0624,01,2,phenobarbital,Single,3 hr,0,mg/kg,Control,894.0,81.0,46.0,137.0,0.12,0.07,190.0,11.0,0.4,141.0,4.1,103.0,10.8,9.5,5.4,3.5,1.8,86.0,49.0,240.0,1.0
0624,01,3,phenobarbital,Single,3 hr,0,mg/kg,Control,745.0,77.0,79.0,143.0,0.11,0.07,205.0,10.0,0.4,142.0,4.5,104.0,10.9,9.6,5.4,3.3,1.6,68.0,41.0,105.0,0.0
0624,01,4,phenobarbital,Single,3 hr,0,mg/kg,Control,1107.0,82.0,79.0,160.0,0.11,0.07,201.0,11.0,0.4,143.0,4.1,104.0,10.6,10.1,5.4,3.2,1.5,69.0,34.0,156.0,1.0
0624,01,5,phenobarbital,Single,3 hr,0,mg/kg,Control,1004.0,68.0,25.0,119.0,0.11,0.07,203.0,11.0,0.4,141.0,4.4,102.0,10.4,9.6,5.0,3.1,1.6,72.0,35.0,147.0,1.0
0624,02,1,phenobarbital,Single,6 hr,0,mg/kg,Control,907.0,73.0,88.0,139.0,0.12,0.08,182.0,11.0,0.4,140.0,4.0,102.0,10.8,8.2,5.4,3.4,1.7,97.0,48.0,210.0,1.0
0624,02,2,phenobarbital,Single,6 hr,0,mg/kg,Control,872.0,90.0,62.0,148.0,0.14,0.08,189.0,9.0,0.4,143.0,4.0,106.0,10.9,9.6,5.4,3.4,1.7,62.0,31.0,114.0,1.0
0624,02,3,phenobarbital,Single,6 hr,0,mg/kg,Control,931.0,65.0,95.0,129.0,0.12,0.07,193.0,12.0,0.4,142.0,4.3,104.0,11.0,8.6,5.4,3.3,1.6,64.0,30.0,128.0,1.0
0624,02,4,phenobarbital,Single,6 hr,0,mg/kg,Control,857.0,65.0,44.0,124.0,0.12,0.07,194.0,8.0,0.4,142.0,4.0,103.0,10.7,9.8,5.5,3.4,1.6,70.0,32.0,266.0,1.0
0624,02,5,phenobarbital,Single,6 hr,0,mg/kg,Control,970.0,76.0,38.0,138.0,0.12,0.07,208.0,9.0,0.4,143.0,3.5,104.0,10.4,10.4,5.3,3.2,1.5,58.0,31.0,120.0,1.0
0624,03,1,phenobarbital,Single,9 hr,0,mg/kg,Control,767.0,78.0,39.0,138.0,0.12,0.07,215.0,10.0,0.3,141.0,3.8,102.0,10.6,10.4,5.2,3.3,1.7,59.0,34.0,108.0,1.0
0624,03,2,phenobarbital,Single,9 hr,0,mg/kg,Control,683.0,73.0,54.0,133.0,0.11,0.06,184.0,9.0,0.3,143.0,3.9,105.0,10.6,9.6,5.5,3.4,1.6,64.0,30.0,107.0,1.0
0624,03,3,phenobarbital,Single,9 hr,0,mg/kg,Control,771.0,74.0,30.0,130.0,0.11,0.06,237.0,11.0,0.4,142.0,4.2,105.0,10.7,11.3,5.4,3.2,1.5,62.0,30.0,102.0,1.0
0624,03,4,phenobarbital,Single,9 hr,0,mg/kg,Control,680.0,65.0,32.0,125.0,0.11,0.06,193.0,9.0,0.4,143.0,3.9,104.0,10.7,10.2,5.6,3.6,1.8,69.0,28.0,194.0,2.0
0624,03,5,phenobarbital,Single,9 hr,0,mg/kg,Control,916.0,63.0,22.0,123.0,0.11,0.06,181.0,8.0,0.3,142.0,3.6,103.0,10.4,10.7,5.5,3.4,1.6,64.0,35.0,100.0,1.0
0624,04,1,phenobarbital,Single,24 hr,0,mg/kg,Control,789.0,52.0,76.0,116.0,0.1,0.05,191.0,17.0,0.4,143.0,4.1,104.0,10.6,7.3,5.5,3.3,1.5,62.0,31.0,163.0,1.0
0624,04,2,phenobarbital,Single,24 hr,0,mg/kg,Control,1185.0,65.0,92.0,142.0,0.1,0.06,177.0,17.0,0.4,143.0,4.0,104.0,10.7,7.0,5.6,3.4,1.5,73.0,38.0,152.0,1.0
0624,04,3,phenobarbital,Single,24 hr,0,mg/kg,Control,849.0,93.0,101.0,170.0,0.1,0.06,185.0,15.0,0.4,142.0,4.1,103.0,11.4,8.4,5.6,3.5,1.7,69.0,37.0,169.0,2.0
0624,04,4,phenobarbital,Single,24 hr,0,mg/kg,Control,840.0,77.0,68.0,144.0,0.12,0.07,196.0,15.0,0.4,141.0,3.9,102.0,10.9,7.7,5.6,3.6,1.8,64.0,29.0,146.0,2.0
0624,04,5,phenobarbital,Single,24 hr,0,mg/kg,Control,893.0,74.0,50.0,143.0,0.12,0.07,193.0,17.0,0.4,141.0,4.1,103.0,10.6,7.6,5.6,3.4,1.5,82.0,44.0,229.0,1.0
0624,05,1,phenobarbital,Single,3 hr,100,mg/kg,Low,985.0,76.0,47.0,146.0,0.12,0.07,175.0,9.0,0.3,141.0,4.1,102.0,10.7,9.3,5.1,3.2,1.7,66.0,31.0,130.0,1.0
0624,05,2,phenobarbital,Single,3 hr,100,mg/kg,Low,697.0,91.0,98.0,173.0,0.12,0.07,181.0,11.0,0.3,141.0,4.8,103.0,10.9,8.5,5.4,3.5,1.8,74.0,33.0,242.0,1.0
0624,05,3,phenobarbital,Single,3 hr,100,mg/kg,Low,1277.0,96.0,106.0,175.0,0.11,0.07,180.0,8.0,0.4,139.0,4.6,101.0,10.6,9.9,5.4,3.3,1.6,63.0,38.0,103.0,1.0
0624,05,4,phenobarbital,Single,3 hr,100,mg/kg,Low,883.0,87.0,97.0,161.0,0.1,0.05,181.0,7.0,0.4,140.0,4.2,101.0,10.5,10.9,5.4,3.3,1.6,65.0,28.0,233.0,1.0
0624,05,5,phenobarbital,Single,3 hr,100,mg/kg,Low,1113.0,67.0,71.0,128.0,0.1,0.06,180.0,7.0,0.3,138.0,4.2,100.0,10.9,9.8,5.3,3.2,1.5,69.0,37.0,134.0,1.0
0624,06,1,phenobarbital,Single,6 hr,100,mg/kg,Low,1105.0,75.0,163.0,161.0,0.12,0.07,204.0,9.0,0.4,140.0,3.7,102.0,11.0,8.5,5.7,3.4,1.5,67.0,31.0,180.0,1.0
0624,06,2,phenobarbital,Single,6 hr,100,mg/kg,Low,985.0,74.0,37.0,139.0,0.12,0.07,193.0,8.0,0.4,140.0,3.8,101.0,10.7,10.9,5.4,3.3,1.6,63.0,27.0,167.0,1.0
0624,06,3,phenobarbital,Single,6 hr,100,mg/kg,Low,958.0,52.0,58.0,113.0,0.12,0.07,192.0,7.0,0.3,139.0,4.2,101.0,10.5,10.5,5.4,3.4,1.7,65.0,35.0,163.0,0.0
0624,06,4,phenobarbital,Single,6 hr,100,mg/kg,Low,1050.0,67.0,44.0,127.0,0.12,0.08,185.0,8.0,0.4,139.0,4.3,99.0,10.7,10.4,5.0,3.0,1.5,69.0,35.0,234.0,1.0
0624,06,5,phenobarbital,Single,6 hr,100,mg/kg,Low,962.0,87.0,42.0,154.0,0.13,0.08,185.0,6.0,0.4,140.0,3.7,99.0,10.8,10.1,5.9,3.5,1.5,60.0,31.0,122.0,1.0
0624,07,1,phenobarbital,Single,9 hr,100,mg/kg,Low,767.0,61.0,36.0,118.0,0.12,0.07,191.0,7.0,0.3,141.0,3.6,101.0,10.3,9.2,5.5,3.3,1.5,56.0,24.0,93.0,1.0
0624,07,2,phenobarbital,Single,9 hr,100,mg/kg,Low,769.0,75.0,102.0,151.0,0.12,0.07,192.0,12.0,0.4,142.0,4.0,102.0,10.6,8.7,5.6,3.5,1.7,57.0,24.0,182.0,1.0
0624,07,3,phenobarbital,Single,9 hr,100,mg/kg,Low,1375.0,54.0,89.0,123.0,0.1,0.05,207.0,13.0,0.3,138.0,4.1,98.0,10.1,8.7,5.3,3.2,1.5,70.0,30.0,112.0,0.0
0624,07,4,phenobarbital,Single,9 hr,100,mg/kg,Low,710.0,68.0,26.0,135.0,0.11,0.07,190.0,6.0,0.3,140.0,3.9,102.0,10.7,9.6,5.6,3.5,1.7,57.0,23.0,203.0,0.0
0624,07,5,phenobarbital,Single,9 hr,100,mg/kg,Low,620.0,64.0,25.0,122.0,0.1,0.06,202.0,14.0,0.4,141.0,3.7,102.0,10.2,7.4,5.4,3.3,1.6,62.0,25.0,182.0,1.0
0624,08,1,phenobarbital,Single,24 hr,100,mg/kg,Low,1002.0,62.0,82.0,114.0,0.1,0.06,180.0,17.0,0.4,141.0,4.0,102.0,10.6,6.4,5.5,3.4,1.6,75.0,33.0,197.0,1.0
0624,08,2,phenobarbital,Single,24 hr,100,mg/kg,Low,872.0,61.0,92.0,126.0,0.1,0.06,177.0,16.0,0.4,143.0,3.6,104.0,10.9,6.9,5.6,3.3,1.4,65.0,31.0,139.0,1.0
0624,08,3,phenobarbital,Single,24 hr,100,mg/kg,Low,1121.0,55.0,105.0,119.0,0.12,0.07,195.0,13.0,0.4,143.0,3.7,104.0,10.8,7.0,5.8,3.7,1.8,73.0,43.0,188.0,1.0
0624,08,4,phenobarbital,Single,24 hr,100,mg/kg,Low,1042.0,60.0,123.0,138.0,0.11,0.06,175.0,15.0,0.3,142.0,3.9,101.0,10.9,8.7,5.5,3.4,1.6,70.0,45.0,163.0,0.0
0624,08,5,phenobarbital,Single,24 hr,100,mg/kg,Low,997.0,82.0,125.0,166.0,0.1,0.06,190.0,11.0,0.4,141.0,4.0,101.0,10.9,7.7,5.5,3.4,1.6,70.0,43.0,220.0,1.0
0624,09,1,phenobarbital,Single,3 hr,150,mg/kg,Middle,706.0,69.0,102.0,153.0,0.11,0.06,173.0,9.0,0.3,139.0,4.5,100.0,10.9,9.2,5.2,3.3,1.7,64.0,38.0,105.0,2.0
0624,09,2,phenobarbital,Single,3 hr,150,mg/kg,Middle,753.0,72.0,66.0,142.0,0.12,0.07,190.0,8.0,0.3,139.0,4.5,100.0,11.1,9.9,5.3,3.4,1.8,66.0,35.0,154.0,1.0
0624,09,3,phenobarbital,Single,3 hr,150,mg/kg,Middle,746.0,71.0,82.0,155.0,0.11,0.06,191.0,7.0,0.3,140.0,4.1,101.0,10.7,9.3,5.4,3.4,1.7,70.0,47.0,134.0,1.0
0624,09,4,phenobarbital,Single,3 hr,150,mg/kg,Middle,749.0,69.0,83.0,147.0,0.1,0.06,186.0,11.0,0.4,141.0,4.5,103.0,10.3,9.9,5.2,3.0,1.4,63.0,42.0,123.0,1.0
0624,09,5,phenobarbital,Single,3 hr,150,mg/kg,Middle,874.0,76.0,33.0,130.0,0.12,0.07,182.0,9.0,0.4,140.0,4.6,102.0,10.5,10.8,5.2,3.3,1.7,69.0,33.0,231.0,0.0
0624,10,1,phenobarbital,Single,6 hr,150,mg/kg,Middle,611.0,81.0,67.0,157.0,0.13,0.08,166.0,7.0,0.3,139.0,4.1,101.0,10.9,8.8,5.3,3.3,1.6,61.0,28.0,150.0,2.0
0624,10,2,phenobarbital,Single,6 hr,150,mg/kg,Middle,760.0,76.0,87.0,137.0,0.12,0.07,175.0,9.0,0.4,140.0,4.5,103.0,10.7,10.1,5.3,3.3,1.6,61.0,27.0,264.0,1.0
0624,10,3,phenobarbital,Single,6 hr,150,mg/kg,Middle,853.0,48.0,48.0,103.0,0.11,0.06,189.0,8.0,0.4,139.0,3.9,99.0,10.4,9.2,5.4,3.1,1.3,69.0,32.0,160.0,1.0
0624,10,4,phenobarbital,Single,6 hr,150,mg/kg,Middle,677.0,72.0,49.0,144.0,0.12,0.07,172.0,9.0,0.3,140.0,4.3,100.0,10.6,10.0,5.4,3.3,1.6,62.0,32.0,109.0,1.0
0624,10,5,phenobarbital,Single,6 hr,150,mg/kg,Middle,883.0,69.0,87.0,144.0,0.12,0.07,189.0,8.0,0.4,140.0,4.1,100.0,10.7,10.4,5.2,3.2,1.6,51.0,23.0,209.0,1.0
0624,11,1,phenobarbital,Single,9 hr,150,mg/kg,Middle,573.0,61.0,75.0,140.0,0.11,0.06,195.0,6.0,0.3,141.0,3.4,99.0,10.5,8.2,5.6,3.6,1.8,71.0,33.0,108.0,1.0
0624,11,2,phenobarbital,Single,9 hr,150,mg/kg,Middle,680.0,71.0,22.0,134.0,0.11,0.07,168.0,8.0,0.3,139.0,4.2,100.0,10.8,10.5,5.1,3.2,1.7,61.0,25.0,190.0,1.0
0624,11,3,phenobarbital,Single,9 hr,150,mg/kg,Middle,645.0,82.0,33.0,155.0,0.11,0.08,185.0,8.0,0.3,140.0,4.1,100.0,10.4,9.5,5.0,3.2,1.8,58.0,27.0,119.0,1.0
0624,11,4,phenobarbital,Single,9 hr,150,mg/kg,Middle,563.0,76.0,35.0,143.0,0.1,0.06,190.0,6.0,0.3,138.0,4.5,100.0,10.4,9.7,5.1,3.1,1.5,48.0,24.0,83.0,1.0
0624,11,5,phenobarbital,Single,9 hr,150,mg/kg,Middle,505.0,60.0,30.0,122.0,0.11,0.06,172.0,6.0,0.4,141.0,4.1,101.0,10.1,9.8,5.3,3.5,1.9,55.0,24.0,180.0,1.0
0624,12,1,phenobarbital,Single,24 hr,150,mg/kg,Middle,1093.0,86.0,60.0,147.0,0.12,0.06,188.0,11.0,0.4,142.0,3.7,102.0,10.6,8.3,5.6,3.6,1.8,78.0,35.0,289.0,1.0
0624,12,2,phenobarbital,Single,24 hr,150,mg/kg,Middle,737.0,75.0,143.0,154.0,0.09,0.05,184.0,15.0,0.4,142.0,4.1,103.0,11.2,7.4,5.6,3.3,1.4,63.0,31.0,164.0,1.0
0624,12,3,phenobarbital,Single,24 hr,150,mg/kg,Middle,685.0,66.0,95.0,133.0,0.11,0.06,181.0,14.0,0.4,143.0,4.2,104.0,10.8,7.6,5.6,3.5,1.7,70.0,32.0,244.0,1.0
0624,12,4,phenobarbital,Single,24 hr,150,mg/kg,Middle,797.0,65.0,137.0,134.0,0.11,0.05,167.0,23.0,0.4,142.0,4.3,100.0,10.8,7.6,5.8,3.6,1.6,81.0,32.0,220.0,1.0
0624,12,5,phenobarbital,Single,24 hr,150,mg/kg,Middle,1099.0,68.0,131.0,143.0,0.11,0.07,183.0,17.0,0.4,143.0,4.6,101.0,10.8,7.3,5.7,3.5,1.6,86.0,39.0,405.0,2.0
0624,13,1,phenobarbital,Single,3 hr,300,mg/kg,High,1023.0,84.0,37.0,166.0,0.11,0.06,175.0,9.0,0.3,141.0,3.9,100.0,10.7,9.8,5.2,3.2,1.6,74.0,42.0,143.0,1.0
0624,13,2,phenobarbital,Single,3 hr,300,mg/kg,High,920.0,86.0,76.0,163.0,0.1,0.06,180.0,8.0,0.3,140.0,3.9,100.0,10.3,10.2,5.1,3.0,1.4,70.0,35.0,106.0,1.0
0624,13,3,phenobarbital,Single,3 hr,300,mg/kg,High,843.0,68.0,96.0,146.0,0.11,0.06,183.0,7.0,0.4,140.0,4.0,100.0,10.7,10.0,5.1,3.1,1.5,99.0,53.0,148.0,0.0
0624,13,4,phenobarbital,Single,3 hr,300,mg/kg,High,577.0,78.0,34.0,149.0,0.11,0.06,191.0,9.0,0.4,141.0,4.4,102.0,10.3,10.8,5.1,3.3,1.8,59.0,41.0,94.0,1.0
0624,13,5,phenobarbital,Single,3 hr,300,mg/kg,High,802.0,69.0,43.0,136.0,0.13,0.08,187.0,7.0,0.3,141.0,4.1,101.0,10.7,10.5,5.1,3.2,1.7,63.0,30.0,219.0,1.0
0624,14,1,phenobarbital,Single,6 hr,300,mg/kg,High,659.0,75.0,56.0,155.0,0.11,0.06,178.0,9.0,0.3,140.0,4.1,102.0,10.5,9.2,5.2,3.3,1.7,61.0,26.0,110.0,1.0
0624,14,2,phenobarbital,Single,6 hr,300,mg/kg,High,699.0,75.0,85.0,152.0,0.13,0.08,164.0,11.0,0.3,139.0,4.3,100.0,10.5,9.5,5.0,3.2,1.8,63.0,33.0,168.0,1.0
0624,14,3,phenobarbital,Single,6 hr,300,mg/kg,High,652.0,71.0,35.0,128.0,0.12,0.07,180.0,7.0,0.3,137.0,4.6,100.0,10.3,9.9,4.9,2.9,1.5,50.0,25.0,187.0,2.0
0624,14,4,phenobarbital,Single,6 hr,300,mg/kg,High,614.0,68.0,20.0,118.0,0.11,0.06,187.0,7.0,0.3,139.0,3.9,100.0,10.2,9.6,5.1,3.2,1.7,60.0,34.0,100.0,1.0
0624,14,5,phenobarbital,Single,6 hr,300,mg/kg,High,739.0,83.0,25.0,159.0,0.12,0.08,171.0,9.0,0.3,141.0,4.0,100.0,10.8,9.4,5.6,3.4,1.5,58.0,28.0,246.0,1.0
0624,15,1,phenobarbital,Single,9 hr,300,mg/kg,High,415.0,72.0,25.0,133.0,0.1,0.06,176.0,10.0,0.3,140.0,4.4,100.0,10.5,10.6,5.0,3.0,1.5,185.0,94.0,269.0,1.0
0624,15,2,phenobarbital,Single,9 hr,300,mg/kg,High,679.0,82.0,22.0,141.0,0.12,0.08,211.0,13.0,0.3,137.0,4.5,97.0,10.2,10.0,4.8,3.0,1.7,48.0,22.0,98.0,1.0
0624,15,3,phenobarbital,Single,9 hr,300,mg/kg,High,493.0,66.0,69.0,150.0,0.11,0.06,195.0,7.0,0.3,138.0,4.0,98.0,10.5,8.9,5.1,3.0,1.4,50.0,23.0,94.0,1.0
0624,15,4,phenobarbital,Single,9 hr,300,mg/kg,High,596.0,92.0,23.0,150.0,0.09,0.05,174.0,9.0,0.3,141.0,4.0,101.0,10.2,9.8,5.0,3.0,1.5,44.0,20.0,71.0,1.0
0624,15,5,phenobarbital,Single,9 hr,300,mg/kg,High,608.0,62.0,10.0,115.0,0.12,0.07,175.0,6.0,0.3,141.0,4.1,102.0,10.1,9.2,5.3,3.1,1.4,63.0,20.0,320.0,1.0
0624,16,1,phenobarbital,Single,24 hr,300,mg/kg,High,465.0,51.0,11.0,91.0,0.12,0.06,121.0,11.0,0.3,139.0,4.4,101.0,10.5,9.4,5.1,3.1,1.5,51.0,18.0,160.0,1.0
0624,16,2,phenobarbital,Single,24 hr,300,mg/kg,High,477.0,59.0,13.0,101.0,0.11,0.06,151.0,9.0,0.3,139.0,4.8,99.0,10.5,8.9,5.2,3.0,1.4,42.0,18.0,96.0,1.0
0624,16,5,phenobarbital,Single,24 hr,300,mg/kg,High,407.0,66.0,16.0,108.0,0.1,0.06,151.0,7.0,0.3,140.0,4.6,100.0,10.5,8.7,5.3,3.4,1.8,66.0,27.0,84.0,1.0
0626,01,1,naphthyl isothiocyanate,Single,3 hr,0,mg/kg,Control,961.0,92.0,87.0,183.0,0.11,0.06,208.0,11.0,0.4,142.0,4.2,104.0,11.0,8.4,5.3,3.4,1.8,68.0,34.0,237.0,1.0
0626,01,2,naphthyl isothiocyanate,Single,3 hr,0,mg/kg,Control,983.0,99.0,106.0,189.0,0.11,0.07,201.0,12.0,0.4,141.0,3.7,102.0,11.1,10.1,5.8,3.5,1.5,75.0,42.0,184.0,1.0
0626,01,3,naphthyl isothiocyanate,Single,3 hr,0,mg/kg,Control,1059.0,67.0,50.0,141.0,0.13,0.08,193.0,11.0,0.4,141.0,3.6,103.0,10.6,8.6,5.2,3.3,1.7,79.0,40.0,178.0,1.0
0626,01,4,naphthyl isothiocyanate,Single,3 hr,0,mg/kg,Control,860.0,77.0,73.0,157.0,0.11,0.07,201.0,11.0,0.4,143.0,4.0,105.0,11.0,10.3,5.7,3.4,1.5,80.0,45.0,233.0,1.0
0626,01,5,naphthyl isothiocyanate,Single,3 hr,0,mg/kg,Control,822.0,70.0,95.0,138.0,0.11,0.07,201.0,11.0,0.4,141.0,3.9,103.0,10.6,9.5,5.3,3.2,1.5,63.0,27.0,114.0,1.0
0626,02,1,naphthyl isothiocyanate,Single,6 hr,0,mg/kg,Control,1040.0,77.0,60.0,153.0,0.11,0.07,192.0,10.0,0.4,141.0,4.1,102.0,10.8,10.0,5.1,3.1,1.5,71.0,40.0,151.0,1.0
0626,02,2,naphthyl isothiocyanate,Single,6 hr,0,mg/kg,Control,897.0,76.0,125.0,149.0,0.11,0.07,191.0,10.0,0.4,142.0,3.8,104.0,10.4,9.8,5.5,3.5,1.8,76.0,36.0,153.0,1.0
0626,02,3,naphthyl isothiocyanate,Single,6 hr,0,mg/kg,Control,932.0,59.0,31.0,113.0,0.11,0.07,190.0,10.0,0.4,142.0,3.7,104.0,10.4,9.8,5.3,3.4,1.8,72.0,37.0,176.0,1.0
0626,02,4,naphthyl isothiocyanate,Single,6 hr,0,mg/kg,Control,1107.0,80.0,48.0,147.0,0.12,0.07,189.0,12.0,0.4,143.0,3.7,106.0,10.6,10.1,5.7,3.7,1.9,77.0,40.0,184.0,1.0
0626,02,5,naphthyl isothiocyanate,Single,6 hr,0,mg/kg,Control,1459.0,89.0,55.0,152.0,0.11,0.07,198.0,8.0,0.4,141.0,3.9,103.0,10.6,10.2,5.6,3.6,1.8,63.0,25.0,174.0,1.0
0626,03,1,naphthyl isothiocyanate,Single,9 hr,0,mg/kg,Control,935.0,92.0,51.0,157.0,0.11,0.06,223.0,12.0,0.4,141.0,3.9,103.0,10.5,10.2,5.5,3.5,1.8,60.0,28.0,153.0,1.0
0626,03,2,naphthyl isothiocyanate,Single,9 hr,0,mg/kg,Control,1015.0,67.0,79.0,128.0,0.12,0.07,194.0,12.0,0.4,143.0,4.2,104.0,10.9,10.1,5.6,3.6,1.8,57.0,31.0,275.0,1.0
0626,03,3,naphthyl isothiocyanate,Single,9 hr,0,mg/kg,Control,647.0,79.0,53.0,154.0,0.12,0.08,196.0,10.0,0.4,142.0,3.8,102.0,11.0,10.6,5.5,3.5,1.8,56.0,26.0,141.0,1.0
0626,03,4,naphthyl isothiocyanate,Single,9 hr,0,mg/kg,Control,999.0,70.0,31.0,130.0,0.11,0.07,192.0,11.0,0.4,142.0,4.4,105.0,10.4,10.3,5.5,3.4,1.6,56.0,30.0,78.0,1.0
0626,03,5,naphthyl isothiocyanate,Single,9 hr,0,mg/kg,Control,946.0,64.0,40.0,126.0,0.12,0.07,202.0,9.0,0.4,141.0,3.8,104.0,10.5,10.2,5.3,3.4,1.8,58.0,29.0,81.0,1.0
0626,04,1,naphthyl isothiocyanate,Single,24 hr,0,mg/kg,Control,891.0,101.0,149.0,177.0,0.11,0.06,174.0,16.0,0.4,142.0,4.6,104.0,11.2,8.0,5.7,3.6,1.7,80.0,43.0,200.0,1.0
0626,04,2,naphthyl isothiocyanate,Single,24 hr,0,mg/kg,Control,932.0,64.0,136.0,140.0,0.1,0.06,196.0,18.0,0.4,142.0,3.7,103.0,10.7,6.6,5.5,3.4,1.6,91.0,44.0,313.0,1.0
0626,04,3,naphthyl isothiocyanate,Single,24 hr,0,mg/kg,Control,1449.0,64.0,80.0,134.0,0.11,0.07,182.0,13.0,0.4,140.0,3.8,103.0,10.8,8.1,5.7,3.4,1.5,68.0,35.0,161.0,1.0
0626,04,4,naphthyl isothiocyanate,Single,24 hr,0,mg/kg,Control,1134.0,66.0,54.0,131.0,0.1,0.06,185.0,16.0,0.4,142.0,3.9,104.0,10.7,7.3,5.5,3.2,1.4,74.0,39.0,222.0,1.0
0626,04,5,naphthyl isothiocyanate,Single,24 hr,0,mg/kg,Control,1032.0,59.0,82.0,120.0,0.11,0.06,207.0,13.0,0.4,142.0,3.4,104.0,10.4,8.0,5.6,3.6,1.8,66.0,28.0,177.0,2.0
0626,05,1,naphthyl isothiocyanate,Single,3 hr,15,mg/kg,Low,1166.0,75.0,63.0,149.0,0.13,0.09,226.0,9.0,0.4,144.0,3.9,104.0,10.7,10.6,5.5,3.4,1.6,92.0,57.0,155.0,1.0
0626,05,2,naphthyl isothiocyanate,Single,3 hr,15,mg/kg,Low,733.0,65.0,56.0,124.0,0.12,0.07,220.0,13.0,0.3,140.0,4.7,103.0,10.7,8.5,5.4,3.2,1.5,78.0,45.0,223.0,0.0
0626,05,3,naphthyl isothiocyanate,Single,3 hr,15,mg/kg,Low,1027.0,76.0,273.0,185.0,0.14,0.09,215.0,12.0,0.4,142.0,3.8,104.0,11.1,10.2,5.7,3.6,1.7,62.0,31.0,205.0,1.0
0626,05,4,naphthyl isothiocyanate,Single,3 hr,15,mg/kg,Low,990.0,76.0,217.0,170.0,0.15,0.12,204.0,8.0,0.4,142.0,3.9,104.0,11.2,9.8,5.8,3.6,1.6,66.0,35.0,264.0,1.0
0626,05,5,naphthyl isothiocyanate,Single,3 hr,15,mg/kg,Low,1270.0,84.0,67.0,169.0,0.14,0.13,237.0,11.0,0.4,142.0,4.3,104.0,10.1,11.0,5.4,3.4,1.7,77.0,43.0,152.0,1.0
